STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20150101,59,10,2,0,10,2,3,15,2,0,15,2,0,10,2,0,10,2,10,0,0,5,0,0,3,0,0,80,0,0,-9999,0,0,209.3,0,0,34.3,15,2,16,10,2,29,15,2,20.7,10,2,24.2,10,2
GHCND:ARM00087022,GENERAL ENRIQUE MOSCONI TARTA AR,449,-22.62,-63.794,20150101,107,17,3,0,17,3,11,16,3,0,16,3,0,2,1,0,2,1,8,0,0,5,0,0,3,0,0,80,0,0,-9999,0,0,198.8,0,0,36.6,16,3,16.4,2,1,34.1,16,3,20.7,2,1,27.2,17,3
GHCND:ARM00087222,CATAMARCA AR,463.9,-28.596,-65.752,20150101,150,10,3,0,10,3,15,13,3,0,13,3,0,5,2,0,5,2,6,0,0,3,0,0,2,0,0,71.1,0,0,-9999,0,0,177.2,0,0,40.5,13,3,14.4,5,2,36,13,3,22.2,5,2,29,10,3
GHCND:ARM00087784,SAN ANTONIO OESTE AERO AR,20,-40.783,-65.1,20150101,82,10,2,3,10,2,6,10,2,0,10,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7.9,0,0,-9999,0,0,22.1,0,0,36.5,10,2,8.7,0,0,29.9,10,2,15.2,0,0,22.7,10,2
GHCND:AR000087374,PARANA AERO AR,74,-31.783,-60.483,20150101,101,15,5,0,15,5,9,14,5,0,14,5,0,4,1,0,4,1,9,0,0,6,0,0,2,0,0,61,0,0,-9999,0,0,200.2,0,0,36,14,5,13.2,4,1,32.2,14,5,19.2,4,1,26.1,15,5
GHCND:AR000087692,MAR DEL PLATA AERO AR,22,-37.933,-57.583,20150101,25,8,3,10,8,3,3,12,3,0,12,3,0,5,1,0,5,1,6,0,0,1,0,0,0,0,0,23.1,0,0,-9999,0,0,60.9,0,0,34.7,12,3,6,5,1,27.1,12,3,12.8,5,1,19.4,8,3
GHCND:AR000877500,BAHIA BLANCA AERO AR,75,-38.733,-62.167,20150101,77,16,4,0,16,4,6,16,4,0,16,4,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,55.9,0,0,-9999,0,0,109.9,0,0,37.8,16,4,3.7,0,0,32.9,16,4,14.4,0,0,24.7,16,4
GHCND:AR000087129,SANTIAGO DEL ESTERO AR,200,-27.767,-64.3,20150101,123,12,5,0,12,5,14,16,5,0,16,5,0,3,1,0,3,1,4,0,0,1,0,0,1,0,0,35.1,0,0,-9999,0,0,49.4,0,0,42.2,16,5,14.6,3,1,36.9,16,5,21,3,1,28.5,12,5
GHCND:ARM00087938,USHUAIA MALVINAS ARGENTINAS AR,21.6,-54.843,-68.296,20150101,0,15,6,58,15,6,0,15,6,0,15,6,0,12,2,0,12,2,2,0,0,0,0,0,0,0,0,6.1,0,0,-9999,0,0,19,0,0,24,15,6,2.7,12,2,13.9,15,6,6.7,12,2,11.1,15,6
GHCND:AR000087007,LA QUIACA OBSERVATO AR,3479,-22.1,-65.6,20150101,0,9,1,85,9,1,0,9,1,0,9,1,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,17,0,0,-9999,0,0,91.6,0,0,25.6,9,1,4.8,0,0,21.1,9,1,7.6,0,0,14.5,9,1
GHCND:AR000870470,SALTA AERO AR,1246,-24.85,-65.483,20150101,58,17,4,0,17,4,0,17,4,0,17,4,0,4,1,0,4,1,5,0,0,2,0,0,1,0,0,47,0,0,-9999,0,0,81.4,0,0,32.1,17,4,11.8,4,1,29.3,17,4,17.2,4,1,23.1,17,4
GHCND:ARM00087016,ORAN AR,356,-23.153,-64.329,20150101,145,13,3,0,13,3,14,14,3,0,14,3,0,2,1,0,2,1,6,0,0,5,0,0,4,0,0,33,0,0,-9999,0,0,162.1,0,0,36.4,14,3,16.9,2,1,33.8,14,3,21.8,2,1,28,13,3
GHCND:BR002554002,IGUAZU AERO AR,279,-25.733,-54.467,20150101,90,14,2,0,14,2,12,16,2,0,16,2,0,7,2,0,7,2,13,0,0,10,0,0,2,0,0,70.1,0,0,-9999,0,0,257.5,0,0,36.1,16,2,19.3,7,2,33.7,16,2,21.2,7,2,27.3,14,2
GHCND:ARM00087416,SAN MARTIN AR,653,-33.083,-68.417,20150101,192,9,3,0,9,3,17,9,3,0,9,3,0,1,1,0,1,1,5,0,0,0,0,0,0,0,0,9.9,0,0,-9999,0,0,23.9,0,0,38.8,9,3,9.4,1,1,34.6,9,3,19.3,1,1,27.5,9,3
GHCND:AR000087925,RIO GALLEGOS AERO AR,19,-51.617,-69.283,20150101,1,16,3,58,16,3,0,14,3,0,14,3,0,7,3,0,7,3,5,0,0,2,0,0,0,0,0,17,0,0,-9999,0,0,48.9,0,0,30.3,14,3,1,7,3,19.7,14,3,6.8,7,3,13.9,16,3
GHCND:AR000087803,ESQUEL AERO AR,799,-42.933,-71.15,20150101,22,13,3,20,13,3,0,13,3,0,13,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,32,13,3,4.2,1,1,24.7,13,3,10.1,1,1,18.4,13,3
GHCND:ARM00087395,COMODORO PIERRESTEGUI AR,34.1,-31.297,-57.997,20150101,61,9,4,0,9,4,8,16,7,0,16,7,0,8,1,0,8,1,6,0,0,5,0,0,2,0,0,41.9,0,0,-9999,0,0,149.1,0,0,36.6,16,7,12.3,8,1,32,16,7,19.2,8,1,25.1,9,4
GHCND:ARM00087593,LA PLATA AR,21.9,-34.972,-57.895,20150101,67,14,3,1,14,3,5,14,3,0,14,3,0,1,1,0,1,1,11,0,0,5,0,0,1,0,0,25.9,0,0,-9999,0,0,138,0,0,35.5,14,3,10.3,1,1,28.9,14,3,16.7,1,1,22.7,14,3
GHCND:ARM00087791,GOBERNADOR CASTELLO AR,6.1,-40.869,-63,20150101,47,13,4,2,13,4,5,15,4,0,15,4,0,4,2,0,4,2,2,0,0,2,0,0,1,0,0,322.6,0,0,-9999,0,0,336.9,0,0,34,15,4,5.9,4,2,30.7,15,4,13.4,4,2,22.4,13,4
GHCND:ARM00087311,SAN JUAN AR,597.1,-31.571,-68.418,20150101,174,15,4,0,15,4,16,15,4,0,15,4,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,4.1,0,0,-9999,0,0,10.2,0,0,40.7,15,4,10,1,1,37.1,15,4,20.3,1,1,29.2,15,4
GHCND:ARM00087904,EL CALAFATE AERO AR,204,-50.267,-72.05,20150101,0,12,4,83,12,4,0,12,4,0,12,4,0,4,2,0,4,2,1,0,0,0,0,0,0,0,0,6.1,0,0,-9999,0,0,6.1,0,0,26.4,12,4,0.8,4,2,20.5,12,4,5.6,4,2,12.7,12,4
GHCND:AR000087217,LA RIOJA AERO. AR,438,-29.383,-66.817,20150101,145,16,4,0,16,4,13,16,4,0,16,4,0,2,1,0,2,1,5,0,0,3,0,0,1,0,0,29,0,0,-9999,0,0,82.6,0,0,42.8,16,4,14.7,2,1,37.8,16,4,21.5,2,1,30.4,16,4
GHCND:ARM00087509,SAN RAFAEL AR,752.9,-34.588,-68.403,20150101,97,14,4,0,14,4,10,14,4,0,14,4,0,1,1,0,1,1,6,0,0,2,0,0,0,0,0,24.9,0,0,-9999,0,0,70,0,0,37.7,14,4,7.1,1,1,32.8,14,4,15.9,1,1,24.4,14,4
GHCND:AR000087534,LABOULAYE AERO AR,137,-34.133,-63.367,20150101,84,11,4,0,11,4,5,15,5,0,15,5,0,1,1,0,1,1,7,0,0,5,0,0,1,0,0,32,0,0,-9999,0,0,112.6,0,0,34.4,15,5,11.3,1,1,31.4,15,5,17.6,1,1,24.8,11,4
GHCND:AR000087257,CERES AERO AR,88,-29.883,-61.95,20150101,89,19,6,0,19,6,8,19,6,0,19,6,0,8,2,0,8,2,4,0,0,3,0,0,3,0,0,88.9,0,0,-9999,0,0,260,0,0,37,19,6,15.6,8,2,33.4,19,6,20.9,8,2,27.2,19,6
GHCND:ARM00087909,SAN JULIAN AR,57.9,-49.307,-67.803,20150101,17,14,3,56,14,3,2,13,3,0,13,3,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,7.1,0,0,-9999,0,0,14.4,0,0,34.8,13,3,2.3,1,1,22.4,13,3,9,1,1,16,14,3
GHCND:ARM00087148,PRESIDENCIA ROQUE SAENZ PENA AR,93,-26.733,-60.483,20150101,142,10,3,0,10,3,14,14,3,0,14,3,0,3,1,0,3,1,10,0,0,4,0,0,2,0,0,48,0,0,-9999,0,0,163,0,0,40.6,14,3,15,3,1,35.8,14,3,21.8,3,1,28.5,10,3
GHCND:ARM00087467,MARCOS JUAREZ AR,110,-32.684,-62.158,20150101,84,16,4,0,16,4,6,16,4,0,16,4,0,1,1,0,1,1,4,0,0,4,0,0,4,0,0,52.1,0,0,-9999,0,0,155.6,0,0,35,16,4,8.7,1,1,31.9,16,4,17.2,1,1,25.3,16,4
GHCND:ARM00087349,PILAR OBSERVATORIO AR,338,-31.667,-63.883,20150101,99,17,5,0,17,5,7,17,5,0,17,5,0,0,0,0,0,0,7,0,0,6,0,0,2,0,0,35.1,0,0,-9999,0,0,141.1,0,0,37.6,17,5,10.4,0,0,31.8,17,5,18.5,0,0,25.3,17,5
GHCND:ARM00087548,JUNIN AR,79.9,-34.546,-60.931,20150101,74,14,3,0,14,3,4,14,3,0,14,3,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,56.9,0,0,-9999,0,0,173.6,0,0,34.3,14,3,8.5,0,0,29.3,14,3,16.2,0,0,22.9,14,3
GHCND:AR000087418,MENDOZA AERO AR,704,-32.833,-68.783,20150101,140,13,4,0,13,4,12,13,4,0,13,4,0,5,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,-9999,0,0,2.8,0,0,38,13,4,12.7,5,1,34.3,13,4,21.2,5,1,28.3,13,4
GHCND:ARM00087506,MALARGUE AR,1430.1,-35.494,-69.574,20150101,77,11,2,6,11,2,12,11,2,0,11,2,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,6.1,0,0,-9999,0,0,11,0,0,35.5,11,2,4.4,1,1,31.7,11,2,11.9,1,1,21.9,11,2
