STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070101,0,10,2,616,10,2,0,1,1,28,1,1,16,10,2,21,10,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,61.0,6,3,-9999,0,0,5.4,1,1,-25.7,10,2,-5.2,1,1,-20.7,10,2,-12.5,10,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070201,0,11,2,478,11,2,0,0,0,20,0,0,7,11,2,17,11,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,95.0,6,2,-9999,0,0,4.4,0,0,-32.6,11,2,-2.0,0,0,-18.4,11,2,-9.8,11,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070301,0,8,2,565,8,2,0,1,1,6,1,1,10,8,2,22,8,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,81.0,7,2,-9999,0,0,9.5,1,1,-31.2,8,2,2.8,1,1,-15.0,8,2,-6.3,8,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070401,0,12,2,111,12,2,0,0,0,0,0,0,0,12,2,4,12,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,8.9,1,1,-9999,0,0,29.3,0,0,-1.2,12,2,19.3,0,0,3.0,12,2,12.1,12,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070501,2,12,2,57,12,2,0,0,0,0,0,0,0,12,2,0,12,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,31.7,0,0,0.3,12,2,22.3,0,0,6.8,12,2,15.5,12,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070601,45,9,2,21,9,2,6,0,0,0,0,0,0,9,2,0,9,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,36.4,0,0,2.5,9,2,28.2,0,0,9.8,9,2,19.5,9,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070701,96,9,1,0,9,1,11,0,0,0,0,0,0,9,1,0,9,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,38.4,0,0,10.8,9,1,30.7,0,0,14.6,9,1,22.9,9,1
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070801,64,8,2,17,8,2,10,2,1,0,2,1,0,8,2,0,8,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,37.4,2,1,3.8,8,2,30.2,2,1,10.3,8,2,20.4,8,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20070901,28,7,2,92,7,2,6,0,0,0,0,0,0,7,2,6,7,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,36.8,0,0,-4.4,7,2,26.1,0,0,4.1,7,2,15.5,7,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20071001,0,10,2,245,10,2,0,1,1,0,1,1,0,10,2,19,10,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.2,1,1,-12.3,10,2,14.6,1,1,-3.5,10,2,6.1,10,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20071101,0,8,2,356,8,2,0,5,2,0,5,2,0,8,3,22,8,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,3.0,29,29,-9999,0,0,17.9,5,2,-16.8,8,3,9.4,5,2,-9.3,8,3,0.5,8,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20071201,0,13,2,507,13,2,0,2,2,18,2,2,5,13,2,18,13,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,42.9,13,5,-9999,0,0,6.4,2,2,-40.1,13,2,-2.7,2,2,-16.1,13,2,-9.9,13,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080101,0,9,3,853,9,3,0,1,1,30,1,1,21,9,3,22,9,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,51.1,5,2,-9999,0,0,-4.7,1,1,-38.0,9,3,-11.0,1,1,-29.7,9,3,-20.5,9,3
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080201,0,10,2,605,10,2,0,0,0,23,0,0,16,10,2,19,10,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,63.0,11,3,-9999,0,0,5.5,0,0,-32.2,10,2,-4.4,0,0,-22.8,10,2,-13.5,10,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080301,0,11,2,349,11,2,0,0,0,0,0,0,2,11,2,19,11,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,59.9,5,2,-9999,0,0,18.7,0,0,-18.2,11,2,7.8,0,0,-7.1,11,2,0.8,11,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080401,0,4,1,229,4,1,0,0,0,0,0,0,0,4,1,11,4,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,26.2,0,0,-8.4,4,1,17.7,0,0,0.3,4,1,9.1,4,1
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080501,38,10,2,48,10,2,6,1,1,0,1,1,0,10,2,2,10,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,38.2,1,1,-3.3,10,2,27.3,1,1,7.8,10,2,17.8,10,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080601,58,11,3,5,11,3,12,0,0,0,0,0,0,11,3,0,11,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,37.3,0,0,5.9,11,3,30.4,0,0,11.9,11,3,21.2,11,3
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080701,99,12,2,0,12,2,20,0,0,0,0,0,0,12,2,0,12,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,41.2,0,0,8.2,12,2,32.7,0,0,14.7,12,2,23.8,12,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080801,75,7,1,9,7,1,10,0,0,0,0,0,0,7,1,0,7,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,40.8,0,0,4.5,7,1,31.0,0,0,10.8,7,1,21.2,7,1
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20080901,8,11,2,82,11,2,0,0,0,0,0,0,0,11,2,4,11,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,30.9,0,0,-5.6,11,2,22.6,0,0,4.4,11,2,14.2,11,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20081001,0,20,15,74,20,15,0,15,15,0,15,15,0,20,15,3,20,15,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,26.5,15,15,-4.0,20,15,19.9,15,15,1.3,20,15,10.9,20,15
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20081101,0,10,1,366,10,1,0,1,1,3,1,1,0,10,1,18,10,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,14.0,14,14,-9999,0,0,14.5,1,1,-15.8,10,1,5.5,1,1,-7.6,10,1,-1.0,10,1
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20081201,0,12,3,551,12,3,0,0,0,25,0,0,6,12,3,19,12,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.1,6,3,-9999,0,0,3.6,0,0,-33.8,12,3,-2.7,0,0,-18.2,12,3,-10.7,12,3
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090101,0,8,1,648,8,1,0,3,1,28,3,1,17,8,1,23,8,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,55.9,6,2,-9999,0,0,-0.4,3,1,-29.5,8,1,-4.9,3,1,-19.8,8,1,-12.5,8,1
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090201,0,6,2,670,6,2,0,1,1,23,1,1,15,6,2,21,6,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,74.9,6,4,-9999,0,0,3.3,1,1,-34.1,6,2,-5.2,1,1,-21.9,6,2,-13.6,6,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090301,0,12,3,323,12,3,0,2,1,5,2,1,3,12,3,17,12,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,57.9,8,2,-9999,0,0,18.7,2,1,-24.8,12,3,4.7,2,1,-9.2,12,3,-0.7,12,3
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090401,0,9,2,166,9,2,0,0,0,0,0,0,0,9,2,4,9,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.3,0,0,-2.2,9,2,16.4,0,0,2.1,9,2,10.0,9,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090501,2,10,2,93,10,2,0,0,0,0,0,0,0,10,2,1,10,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,30.7,0,0,-0.2,10,2,21.4,0,0,5.1,10,2,14.0,10,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090601,18,15,3,18,15,3,3,1,1,0,1,1,0,14,3,1,14,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,33.8,1,1,0.0,14,3,25.7,1,1,7.9,14,3,18.3,15,3
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090701,46,12,2,3,12,2,8,0,0,0,0,0,0,12,2,0,12,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,34.4,0,0,5.6,12,2,29.4,0,0,11.0,12,2,20.5,12,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090801,33,7,2,17,7,2,4,1,1,0,1,1,0,7,2,0,7,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,36.0,1,1,3.7,7,2,28.2,1,1,9.0,7,2,19.0,7,2
GHCND:KZ000036639,URDZHAR KZ,491,47.117,81.617,20090901,1,13,3,80,13,3,0,0,0,0,0,0,0,13,3,1,13,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,27.7,0,0,-0.3,13,3,21.5,0,0,4.8,13,3,13.6,13,3
