STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070101,0,8,1,199,8,1,0,5,1,0,5,1,0,8,4,11,8,4,1,0,0,0,0,0,0,0,0,6.4,0,0,-9999,0,0,6.4,0,0,19.4,5,1,-3.8,8,4,13.3,5,1,0.8,8,4,7.2,8,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070201,0,8,1,115,8,1,0,6,1,0,6,1,0,9,2,0,9,2,3,0,0,1,0,0,0,0,0,19.1,0,0,-9999,0,0,28.8,0,0,22.2,6,1,0.6,9,2,15.2,6,1,3.9,9,2,10.1,8,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070301,2,13,3,89,13,3,0,10,3,0,10,3,0,11,3,0,11,3,2,0,0,0,0,0,0,0,0,6.1,0,0,-9999,0,0,10.2,0,0,26.8,10,3,0.4,11,3,18.7,10,3,4.9,11,3,12.5,13,3
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070401,15,8,3,64,8,3,0,8,3,0,8,3,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0.3,0,0,-9999,0,0,0.3,0,0,30.6,8,3,1.0,3,1,23.6,8,3,8.0,3,1,15.9,8,3
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070501,73,12,2,0,12,2,10,8,2,0,8,2,0,9,3,0,9,3,0,0,0,0,0,0,0,0,0,2.0,0,0,-9999,0,0,2.0,0,0,37.0,8,2,6.5,9,3,30.4,8,2,14.8,9,3,22.9,12,2
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070601,153,4,1,0,4,1,14,5,2,0,5,2,0,1,1,0,1,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,39.5,5,2,10.4,1,1,33.1,5,2,15.5,1,1,24.7,4,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070701,159,6,2,0,6,2,15,7,2,0,7,2,0,2,1,0,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,43.2,7,2,13.6,2,1,34.2,7,2,17.6,2,1,25.9,6,2
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070801,173,8,1,0,8,1,24,4,1,0,4,1,0,5,1,0,5,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,38.0,4,1,15.0,5,1,33.8,4,1,17.6,5,1,25.8,8,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20070901,125,9,2,0,9,2,9,4,1,0,4,1,0,6,2,0,6,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,35.0,4,1,13.5,6,2,31.5,4,1,16.4,6,2,24.3,9,2
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20071001,60,7,1,6,7,1,2,5,1,0,5,1,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,1.5,0,0,-9999,0,0,1.5,0,0,34.6,5,1,7.0,3,1,28.3,5,1,13.6,3,1,20.8,7,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20071101,1,9,4,67,9,4,0,5,2,0,5,2,0,6,4,0,6,4,1,0,0,0,0,0,0,0,0,9.1,0,0,-9999,0,0,9.1,0,0,29.6,5,2,2.0,6,4,21.3,5,2,7.2,6,4,14.8,9,4
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20071201,0,5,1,229,5,1,0,3,1,0,3,1,0,4,1,8,4,1,1,0,0,0,0,0,0,0,0,5.1,0,0,-9999,0,0,7.2,0,0,20.0,3,1,-5.0,4,1,15.2,3,1,2.2,4,1,8.8,5,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20080101,0,3,2,315,3,2,0,1,1,0,1,1,0,6,2,17,6,2,2,0,0,1,0,0,0,0,0,14.0,0,0,-9999,0,0,18.1,0,0,15.2,1,1,-7.6,6,2,10.0,1,1,-1.2,6,2,4.6,3,2
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20080201,0,6,1,229,6,1,0,3,1,0,3,1,0,4,1,6,4,1,1,0,0,0,0,0,0,0,0,3.6,0,0,-9999,0,0,7.6,0,0,19.8,3,1,-2.0,4,1,14.2,3,1,2.2,4,1,8.3,6,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20080301,22,7,1,76,7,1,3,1,1,0,1,1,0,7,1,0,7,1,1,0,0,1,0,0,1,0,0,50.0,0,0,-9999,0,0,50.0,0,0,33.6,1,1,0.7,7,1,23.3,1,1,7.8,7,1,15.9,7,1
GHCND:JOM00040265,KING HUSSEIN JO,682.8,32.356,36.259,20080401,41,7,1,37,7,1,6,5,1,0,5,1,0,4,2,0,4,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,37.4,5,1,4.5,4,2,26.9,5,1,9.8,4,2,18.5,7,1
