STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:ECM00084050,LA CONCORDIA EC,360,0.017,-79.367,20160101,224,4,1,0,4,1,0,1,1,0,1,1,0,4,1,0,4,1,18,0,0,13,0,0,9,0,0,93.0,0,0,552.6,0,0,31.4,1,1,21.6,4,1,30.3,1,1,22.8,4,1,26.6,4,1
GHCND:ECM00084050,LA CONCORDIA EC,360,0.017,-79.367,20160201,202,5,2,0,5,2,7,4,2,0,4,2,0,5,2,0,5,2,16,0,0,6,0,0,2,0,0,48.0,0,0,218.4,0,0,32.5,4,2,21.9,5,2,30.5,4,2,22.9,5,2,26.7,5,2
GHCND:ECM00084050,LA CONCORDIA EC,360,0.017,-79.367,20160301,206,6,2,0,6,2,4,5,2,0,5,2,0,5,2,0,5,2,16,0,0,10,0,0,8,0,0,114.0,0,0,580.8,0,0,33.0,5,2,20.0,5,2,31.0,5,2,22.8,5,2,26.9,6,2
GHCND:ECM00084270,LOJA LA ARGELIA EC,2160,-4.033,-79.2,20160101,24,7,2,1,7,2,0,3,1,0,3,1,0,7,2,0,7,2,5,0,0,0,0,0,0,0,0,8.9,0,0,36.7,0,0,27.3,3,1,10.8,7,2,24.9,3,1,13.5,7,2,19.3,7,2
GHCND:ECM00084270,LOJA LA ARGELIA EC,2160,-4.033,-79.2,20160201,7,5,1,14,5,1,0,5,1,0,5,1,0,5,1,0,5,1,10,0,0,2,0,0,0,0,0,23.9,0,0,97.3,0,0,26.5,5,1,10.8,5,1,22.2,5,1,13.9,5,1,18.0,5,1
GHCND:ECM00084270,LOJA LA ARGELIA EC,2160,-4.033,-79.2,20160301,7,8,3,10,8,3,0,7,3,0,7,3,0,6,2,0,6,2,14,0,0,2,0,0,0,0,0,24.9,0,0,106.4,0,0,25.5,7,3,11.0,6,2,22.7,7,3,13.7,6,2,18.1,8,3
GHCND:ECM00084008,SAN CRISTOBAL EC,18.9,-0.917,-89.617,20160101,-9999,0,0,-9999,0,0,0,3,1,0,3,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,30.8,3,1,-9999,0,0,29.8,3,1,-9999,0,0,-9999,0,0
GHCND:ECM00084008,SAN CRISTOBAL EC,18.9,-0.917,-89.617,20160201,-9999,0,0,-9999,0,0,11,7,4,0,7,4,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,6.1,0,0,6.1,0,0,34.2,7,4,-9999,0,0,32.1,7,4,-9999,0,0,-9999,0,0
GHCND:ECM00084008,SAN CRISTOBAL EC,18.9,-0.917,-89.617,20160301,-9999,0,0,-9999,0,0,12,4,3,0,4,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,34.1,4,3,-9999,0,0,31.9,4,3,-9999,0,0,-9999,0,0
GHCND:ECM00084036,SAN GABRIEL EC,2860,0.6,-77.817,20160101,0,4,2,96,4,2,0,4,2,0,4,2,0,3,2,0,3,2,9,0,0,0,0,0,0,0,0,8.9,0,0,53.4,0,0,24.3,4,2,4.3,3,2,21.3,4,2,8.2,3,2,14.8,4,2
