STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130101,93,16,4,0,16,4,1,16,4,0,16,4,0,2,1,0,2,1,3,0,0,3,0,0,1,0,0,26.9,0,0,-9999,0,0,65.5,0,0,36.5,16,4,12.2,2,1,29.5,16,4,20.7,2,1,25.0,16,4
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130201,80,12,3,0,12,3,2,12,3,0,12,3,0,3,1,0,3,1,5,0,0,2,0,0,2,0,0,34.0,0,0,-9999,0,0,87.0,0,0,35.8,12,3,13.2,3,1,28.1,12,3,20.2,3,1,24.0,12,3
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130301,48,11,2,12,11,2,0,11,2,0,11,2,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,57.9,0,0,-9999,0,0,81.1,0,0,28.0,11,2,10.5,0,0,24.0,11,2,16.6,0,0,20.1,11,2
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130401,38,11,3,5,11,3,0,11,3,0,11,3,0,0,0,0,0,0,6,0,0,3,0,0,2,0,0,39.9,0,0,-9999,0,0,112.3,0,0,27.6,11,3,9.0,0,0,23.7,11,3,15.6,0,0,20.1,11,3
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130501,1,12,2,51,12,2,0,14,2,0,14,2,0,3,1,0,3,1,5,0,0,1,0,0,1,0,0,29.0,0,0,-9999,0,0,52.4,0,0,24.5,14,2,4.8,3,1,19.5,14,2,11.3,3,1,15.0,12,2
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130601,0,15,3,72,15,3,0,15,3,0,15,3,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,5.1,0,0,-9999,0,0,7.1,0,0,25.6,15,3,2.5,2,1,17.3,15,3,9.1,2,1,12.7,15,3
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130701,0,14,4,86,14,4,0,16,4,0,16,4,0,2,1,0,2,1,3,0,0,2,0,0,1,0,0,26.9,0,0,-9999,0,0,58.9,0,0,22.5,16,4,0.4,2,1,15.5,16,4,7.7,2,1,11.1,14,4
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130801,0,17,6,41,17,6,0,17,6,0,17,6,0,4,1,0,4,1,2,0,0,0,0,0,0,0,0,7.9,0,0,-9999,0,0,10.9,0,0,23.6,17,6,2.0,4,1,18.8,17,6,7.9,4,1,14.2,17,6
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20130901,7,14,3,52,14,3,0,13,3,0,13,3,0,6,2,0,6,2,6,0,0,5,0,0,4,0,0,147.1,0,0,-9999,0,0,351.3,0,0,29.8,13,3,5.0,6,2,18.5,13,3,10.6,6,2,14.8,14,3
GHCND:ARM00087582,AEROPARQUE JORGE NEWBERY AR,5.5,-34.559,-58.416,20131001,9,11,3,17,11,3,0,16,4,0,16,4,0,7,3,0,7,3,2,0,0,0,0,0,0,0,0,9.9,0,0,-9999,0,0,15.0,0,0,27.1,16,4,8.0,7,3,22.0,16,4,14.1,7,3,17.6,11,3
