STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070101,0,8,2,369,8,2,0,3,1,4,3,1,0,8,2,19,8,2,2,0,0,0,0,0,0,0,0,4.6,0,0,-9999,0,0,10.7,0,0,11.8,3,1,-8.0,8,2,4.1,3,1,-2.9,8,2,0.7,8,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070201,0,11,3,229,11,3,0,1,1,2,1,1,0,12,3,9,12,3,1,0,0,0,0,0,0,0,0,3.0,0,0,-9999,0,0,4.0,0,0,14.0,1,1,-8.6,12,3,8.5,1,1,-1.6,12,3,3.1,11,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070301,0,16,5,176,16,5,0,7,3,1,7,3,0,14,5,4,14,5,8,0,0,4,0,0,1,0,0,36.1,0,0,-9999,0,0,122.7,0,0,16.2,7,3,-7.6,14,5,10.6,7,3,1.1,14,5,5.7,16,5
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070401,0,12,2,121,12,2,0,1,1,0,1,1,0,12,2,1,12,2,3,0,0,0,0,0,0,0,0,6.1,0,0,-9999,0,0,15.2,0,0,22.6,1,1,-4.2,12,2,16.1,1,1,6.3,12,2,11.2,12,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070501,20,11,3,26,11,3,0,4,2,0,4,2,0,10,3,1,10,3,6,0,0,1,0,0,1,0,0,50.0,0,0,-9999,0,0,90.8,0,0,30.1,4,2,-2.1,10,3,23.4,4,2,12.3,10,3,18.0,11,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070601,97,9,3,0,9,3,3,5,2,0,5,2,0,10,3,0,10,3,6,0,0,2,0,0,0,0,0,15.0,0,0,-9999,0,0,54.1,0,0,33.2,5,2,14.1,10,3,28.3,5,2,19.0,10,3,24.0,9,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070701,102,12,3,0,12,3,0,7,2,0,7,2,0,12,3,0,12,3,14,0,0,7,0,0,4,0,0,80.0,0,0,-9999,0,0,274.6,0,0,31.2,7,2,10.9,12,3,28.3,7,2,20.4,12,3,25.1,12,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070801,107,15,4,0,15,4,5,6,2,0,6,2,0,16,4,0,16,4,16,0,0,6,0,0,3,0,0,48.0,0,0,-9999,0,0,233.2,0,0,33.0,6,2,19.8,16,4,30.0,6,2,23.5,16,4,27.2,15,4
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20070901,61,13,2,2,13,2,0,4,1,0,4,1,0,13,2,0,13,2,7,0,0,4,0,0,2,0,0,62.0,0,0,-9999,0,0,156.0,0,0,31.2,4,1,10.6,13,2,25.8,4,1,17.7,13,2,22.3,13,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20071001,4,11,3,74,11,3,0,1,1,0,1,1,0,11,3,0,11,3,3,0,0,0,0,0,0,0,0,7.1,0,0,-9999,0,0,16.7,0,0,26.2,1,1,3.2,11,3,19.7,1,1,10.3,11,3,14.7,11,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20071101,0,12,3,178,12,3,0,2,2,0,2,2,0,13,3,5,13,3,4,0,0,2,0,0,0,0,0,15.0,0,0,1.0,19,19,43.4,0,0,19.3,2,2,-5.5,13,3,11.4,2,2,2.5,13,3,7.2,12,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20071201,0,16,3,217,16,3,0,1,1,2,1,1,0,16,3,11,16,3,1,0,0,0,0,0,0,0,0,3.0,0,0,-9999,0,0,11.1,0,0,13.8,1,1,-7.3,16,3,5.3,1,1,-1.9,16,3,1.6,16,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080101,0,8,3,399,8,3,0,1,1,10,1,1,0,8,3,20,8,3,4,0,0,0,0,0,0,0,0,6.6,0,0,6.1,18,10,20.7,0,0,7.3,1,1,-11.1,8,3,1.9,1,1,-5.0,8,3,-1.7,8,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080201,0,11,2,333,11,2,0,1,1,2,1,1,0,11,2,17,11,2,1,0,0,0,0,0,0,0,0,2.5,0,0,3.0,24,24,6.5,0,0,10.5,1,1,-10.1,11,2,3.3,1,1,-5.8,11,2,-1.3,11,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080301,0,11,3,207,11,3,0,0,0,0,0,0,0,11,3,3,11,3,4,0,0,1,0,0,1,0,0,32.0,0,0,-9999,0,0,59.2,0,0,19.8,0,0,-1.8,11,3,11.9,0,0,3.3,11,3,8.0,11,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080401,7,11,2,66,11,2,0,0,0,0,0,0,0,11,2,0,11,2,6,0,0,0,0,0,0,0,0,8.9,0,0,-9999,0,0,39.5,0,0,28.0,0,0,3.8,11,2,19.5,0,0,9.4,11,2,15.2,11,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080501,22,12,2,23,12,2,0,0,0,0,0,0,0,12,2,0,12,2,3,0,0,2,0,0,2,0,0,52.1,0,0,-9999,0,0,89.7,0,0,28.5,0,0,8.1,12,2,22.7,0,0,13.0,12,2,18.2,12,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080601,69,12,3,4,12,3,0,0,0,0,0,0,0,12,3,0,12,3,6,0,0,2,0,0,1,0,0,47.0,0,0,-9999,0,0,91.2,0,0,29.6,0,0,13.7,12,3,26.1,0,0,17.4,12,3,21.9,12,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080701,145,11,2,0,11,2,3,0,0,0,0,0,0,11,2,0,11,2,11,0,0,6,0,0,5,0,0,133.9,0,0,-9999,0,0,360.0,0,0,32.9,0,0,20.2,11,2,28.4,0,0,22.4,11,2,25.5,11,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080801,126,12,3,0,12,3,6,0,0,0,0,0,0,12,3,0,12,3,8,0,0,5,0,0,4,0,0,72.1,0,0,-9999,0,0,248.8,0,0,35.4,0,0,16.3,12,3,29.5,0,0,21.2,12,3,25.3,12,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20080901,81,11,2,8,11,2,0,0,0,0,0,0,0,11,2,0,11,2,3,0,0,2,0,0,1,0,0,58.9,0,0,-9999,0,0,86.6,0,0,32.0,0,0,10.3,11,2,26.9,0,0,17.2,11,2,22.1,11,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20081001,13,10,2,25,10,2,0,1,1,0,1,1,0,13,3,0,13,3,4,0,0,1,0,0,0,0,0,21.6,0,0,-9999,0,0,42.4,0,0,28.3,1,1,5.6,13,3,21.3,1,1,12.1,13,3,17.6,10,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20081101,0,11,2,125,11,2,0,1,1,1,1,1,0,16,5,3,16,5,1,0,0,1,0,0,0,0,0,14.0,0,0,-9999,0,0,15.0,0,0,18.4,1,1,-5.3,16,5,11.8,1,1,3.3,16,5,8.7,11,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20081201,0,13,2,259,13,2,0,1,1,5,1,1,0,12,2,11,12,2,5,0,0,0,0,0,0,0,0,6.6,0,0,3.0,21,15,26.4,0,0,13.3,1,1,-13.1,12,2,5.1,1,1,-3.3,12,2,1.0,13,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20090101,0,11,2,381,11,2,0,0,0,11,0,0,0,11,2,17,11,2,1,0,0,0,0,0,0,0,0,3.0,0,0,3.0,21,15,5.5,0,0,12.2,0,0,-11.4,11,2,2.3,0,0,-6.0,11,2,-1.8,11,2
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20090201,0,10,3,244,10,3,0,1,1,3,1,1,0,11,3,9,11,3,1,0,0,1,0,0,1,0,0,35.1,0,0,1.0,19,19,36.6,0,0,16.1,1,1,-8.6,11,3,6.6,1,1,-1.7,11,3,2.1,10,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20090301,0,12,3,212,12,3,0,0,0,0,0,0,0,12,3,8,12,3,4,0,0,2,0,0,0,0,0,23.6,0,0,-9999,0,0,57.2,0,0,22.2,0,0,-3.3,12,3,10.6,0,0,1.6,12,3,6.5,12,3
GHCND:KSM00047108,SEOUL CITY KS,87,37.567,126.967,20090401,0,9,3,107,9,3,0,0,0,0,0,0,0,9,3,0,9,3,2,0,0,0,0,0,0,0,0,10.9,0,0,-9999,0,0,18.0,0,0,25.8,0,0,2.2,9,3,18.0,0,0,7.6,9,3,13.2,9,3
