STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20090601,-9999,0,0,-9999,0,0,0,11,5,0,11,5,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.9,11,5,-9999,0,0,25.0,11,5
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20090701,-9999,0,0,-9999,0,0,0,12,3,0,12,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.3,12,3,-9999,0,0,24.5,12,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20090801,-9999,0,0,-9999,0,0,0,14,3,0,14,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.3,14,3,-9999,0,0,25.1,14,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20090901,-9999,0,0,-9999,0,0,0,15,4,0,15,4,1,0,0,0,0,0,0,0,0,8.9,0,0,8.9,0,0,-9999,0,0,22.3,15,4,-9999,0,0,24.5,15,4
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20091001,-9999,0,0,-9999,0,0,0,20,7,0,20,7,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.0,20,7,-9999,0,0,24.4,20,7
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20091101,-9999,0,0,-9999,0,0,0,1,1,0,1,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.7,1,1,-9999,0,0,24.4,1,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20100601,-9999,0,0,-9999,0,0,0,16,8,0,16,8,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.5,16,8,-9999,0,0,25.2,16,8
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20100701,-9999,0,0,-9999,0,0,0,14,4,0,14,4,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.0,14,4,-9999,0,0,25.3,14,4
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20100801,-9999,0,0,-9999,0,0,0,11,3,0,11,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.4,11,3,-9999,0,0,24.7,11,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20100901,-9999,0,0,-9999,0,0,0,10,3,0,10,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.5,10,3,-9999,0,0,24.8,10,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20101001,-9999,0,0,-9999,0,0,0,11,2,0,11,2,2,0,0,1,0,0,0,0,0,24.9,0,0,33.8,0,0,-9999,0,0,23.0,11,2,-9999,0,0,24.5,11,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20101101,-9999,0,0,-9999,0,0,0,11,3,0,11,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.2,11,3,-9999,0,0,24.0,11,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20101201,-9999,0,0,-9999,0,0,0,5,1,0,5,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,20.0,5,1,-9999,0,0,22.9,5,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110101,-9999,0,0,-9999,0,0,0,3,1,0,3,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,17.7,3,1,-9999,0,0,21.4,3,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110201,-9999,0,0,-9999,0,0,0,4,2,0,4,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,20.0,4,2,-9999,0,0,22.8,4,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110301,-9999,0,0,-9999,0,0,0,5,1,0,5,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,21.5,5,1,-9999,0,0,24.2,5,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110401,-9999,0,0,-9999,0,0,0,2,1,0,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.5,2,1,-9999,0,0,25.1,2,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110501,-9999,0,0,-9999,0,0,0,6,3,0,6,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.5,6,3,-9999,0,0,25.5,6,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110601,-9999,0,0,-9999,0,0,0,2,1,0,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.2,2,1,-9999,0,0,25.6,2,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110701,-9999,0,0,-9999,0,0,0,7,2,0,7,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.8,7,2,-9999,0,0,24.8,7,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110801,-9999,0,0,-9999,0,0,0,5,2,0,5,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.7,5,2,-9999,0,0,25.0,5,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20110901,-9999,0,0,-9999,0,0,0,4,1,0,4,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.3,4,1,-9999,0,0,24.8,4,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20111001,-9999,0,0,-9999,0,0,0,2,1,0,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.8,2,1,-9999,0,0,24.9,2,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20111101,-9999,0,0,-9999,0,0,0,2,1,0,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.5,2,1,-9999,0,0,24.7,2,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20111201,-9999,0,0,-9999,0,0,0,3,2,0,3,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,19.4,3,2,-9999,0,0,22.4,3,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120101,-9999,0,0,-9999,0,0,0,17,14,0,17,14,1,0,0,0,0,0,0,0,0,7.9,0,0,7.9,0,0,-9999,0,0,22.5,17,14,-9999,0,0,23.7,17,14
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120201,-9999,0,0,-9999,0,0,0,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,-9999,0,0,23.3,5,1,-9999,0,0,24.0,5,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120301,-9999,0,0,-9999,0,0,0,8,2,0,8,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,20.9,8,2,-9999,0,0,24.9,8,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120401,-9999,0,0,-9999,0,0,0,20,16,0,20,16,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.3,20,16,-9999,0,0,25.1,20,16
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120501,-9999,0,0,-9999,0,0,0,5,1,0,5,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.6,5,1,-9999,0,0,25.3,5,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120601,-9999,0,0,-9999,0,0,0,2,1,0,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.8,2,1,-9999,0,0,25.9,2,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120701,-9999,0,0,-9999,0,0,0,7,1,0,7,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.8,7,1,-9999,0,0,25.1,7,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120801,-9999,0,0,-9999,0,0,0,16,10,0,16,10,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.0,16,10,-9999,0,0,25.3,16,10
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20120901,-9999,0,0,-9999,0,0,0,10,3,0,10,3,1,0,0,1,0,0,0,0,0,18.0,0,0,18.0,0,0,-9999,0,0,23.7,10,3,-9999,0,0,25.0,10,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20121001,-9999,0,0,-9999,0,0,0,11,3,0,11,3,0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,-9999,0,0,23.0,11,3,-9999,0,0,24.7,11,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20121101,-9999,0,0,-9999,0,0,0,9,2,0,9,2,1,0,0,0,0,0,0,0,0,6.1,0,0,6.1,0,0,-9999,0,0,22.5,9,2,-9999,0,0,24.9,9,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20121201,-9999,0,0,-9999,0,0,0,10,3,0,10,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.0,10,3,-9999,0,0,24.0,10,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130101,-9999,0,0,-9999,0,0,0,6,2,0,6,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,20.5,6,2,-9999,0,0,22.7,6,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130201,-9999,0,0,-9999,0,0,0,5,1,0,5,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.8,5,1,-9999,0,0,24.2,5,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130301,-9999,0,0,-9999,0,0,0,6,2,0,6,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.3,6,2,-9999,0,0,25.4,6,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130401,-9999,0,0,-9999,0,0,0,7,2,0,7,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.6,7,2,-9999,0,0,25.7,7,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130501,-9999,0,0,-9999,0,0,0,8,2,0,8,2,1,0,0,1,0,0,0,0,0,23.9,0,0,23.9,0,0,-9999,0,0,24.7,8,2,-9999,0,0,26.3,8,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130601,-9999,0,0,-9999,0,0,0,14,4,0,14,4,1,0,0,0,0,0,0,0,0,6.1,0,0,6.1,0,0,-9999,0,0,23.0,14,4,-9999,0,0,25.3,14,4
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130701,-9999,0,0,-9999,0,0,0,6,2,0,6,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.3,6,2,-9999,0,0,25.0,6,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130801,-9999,0,0,-9999,0,0,0,13,8,0,13,8,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.2,13,8,-9999,0,0,25.1,13,8
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20130901,-9999,0,0,-9999,0,0,0,7,1,0,7,1,1,0,0,0,0,0,0,0,0,5.1,0,0,5.1,0,0,-9999,0,0,24.0,7,1,-9999,0,0,24.9,7,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20131001,-9999,0,0,-9999,0,0,0,18,14,0,18,14,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.6,18,14,-9999,0,0,24.4,18,14
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20131101,-9999,0,0,-9999,0,0,0,20,8,0,20,8,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.8,20,8,-9999,0,0,24.8,20,8
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20131201,-9999,0,0,-9999,0,0,0,23,5,0,23,5,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,18.7,23,5,-9999,0,0,21.6,23,5
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140101,1,12,12,0,12,12,0,24,8,0,24,8,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,32.3,12,12,15.3,24,8,32.3,12,12,19.7,24,8
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140201,-9999,0,0,-9999,0,0,0,8,2,0,8,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,21.2,8,2,-9999,0,0,22.4,8,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140301,-9999,0,0,-9999,0,0,0,17,16,0,17,16,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,22.6,17,16,-9999,0,0,23.9,17,16
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140401,-9999,0,0,-9999,0,0,0,18,5,0,18,5,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.5,18,5,-9999,0,0,25.3,18,5
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140501,-9999,0,0,-9999,0,0,0,16,2,0,16,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.8,16,2,-9999,0,0,26.8,16,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140601,-9999,0,0,-9999,0,0,0,11,3,0,11,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.0,11,3,-9999,0,0,25.4,11,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140701,-9999,0,0,-9999,0,0,0,19,4,0,19,4,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.9,19,4,-9999,0,0,25.4,19,4
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140801,-9999,0,0,-9999,0,0,0,19,3,0,19,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.0,19,3,-9999,0,0,25.0,19,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20140901,-9999,0,0,-9999,0,0,0,12,2,0,12,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.0,12,2,-9999,0,0,25.1,12,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20141001,-9999,0,0,-9999,0,0,0,29,29,0,29,29,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,25.3,29,29,-9999,0,0,25.6,29,29
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20141101,-9999,0,0,-9999,0,0,0,13,2,0,13,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,23.3,13,2,-9999,0,0,24.9,13,2
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20141201,-9999,0,0,-9999,0,0,0,20,6,0,20,6,1,0,0,1,0,0,0,0,0,14.0,0,0,14.0,0,0,-9999,0,0,19.3,20,6,-9999,0,0,22.4,20,6
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20150101,-9999,0,0,-9999,0,0,0,12,3,0,12,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,19.1,12,3,-9999,0,0,21.2,12,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20150201,-9999,0,0,-9999,0,0,0,5,3,0,5,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,20.2,5,3,-9999,0,0,21.2,5,3
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20150401,-9999,0,0,-9999,0,0,0,15,6,0,15,6,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,21.8,15,6,-9999,0,0,25.2,15,6
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20150501,-9999,0,0,-9999,0,0,0,4,1,0,4,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,25.7,4,1,-9999,0,0,26.9,4,1
GHCND:CBM00048991,PHNOM PENH INTERNATIONAL CB,12.2,11.547,104.844,20150601,-9999,0,0,-9999,0,0,0,12,3,0,12,3,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,24.1,12,3,-9999,0,0,25.9,12,3
